Year Placed,Total Graduating students,Students placed,Median salary per annum(Rs.),Higher Studies Student,College,CollegeID,Program,Duration(Years)
2020,379,120,310000,155,Visvesvaraya Technological University,IR-E-U-0249,PG,2
2018,310,199,165000,111,Visvesvaraya Technological University,IR-E-U-0249,PG,3
2019,200,177,150000,23,Visvesvaraya Technological University,IR-E-U-0249,PG,3
2020,204,21,270000,14,Visvesvaraya Technological University,IR-E-U-0249,PG,3
2018,2981,2115,350000,15,Kalinga Institute of Industrial Technology,IR-E-U-0356,UG,4
2019,3673,3329,420000,211,Kalinga Institute of Industrial Technology,IR-E-U-0356,UG,4
2020,3771,3511,520000,218,Kalinga Institute of Industrial Technology,IR-E-U-0356,UG,4
2018,138,98,800000,40,Kalinga Institute of Industrial Technology,IR-E-U-0356,PG,2
2019,105,98,800000,7,Kalinga Institute of Industrial Technology,IR-E-U-0356,PG,2
2020,106,99,800000,7,Kalinga Institute of Industrial Technology,IR-E-U-0356,PG,2
2018,2354,1177,500000,153,Anna University,IR-E-U-0439,UG,4
2019,2558,1302,500000,107,Anna University,IR-E-U-0439,UG,4
2020,2260,1128,550000,157,Anna University,IR-E-U-0439,UG,4
2018,1325,271,420000,37,Anna University,IR-E-U-0439,PG,2
2019,1149,415,420000,32,Anna University,IR-E-U-0439,PG,2
2018,1017,757,700000,87,R V College of Engineering,IR-E-C-1269,UG,4
2019,950,675,800000,59,R V College of Engineering,IR-E-C-1269,UG,4
2020,1063,721,850000,78,R V College of Engineering,IR-E-C-1269,UG,4
2018,298,179,500000,6,R V College of Engineering,IR-E-C-1269,PG,2
2019,299,164,600000,4,R V College of Engineering,IR-E-C-1269,PG,2
2020,243,160,650000,2,R V College of Engineering,IR-E-C-1269,PG,2
2018,571,429,1330000,57,Indian Institute of Technology Guwahati,IR-E-U-0053,UG,4
2019,612,478,1500000,42,Indian Institute of Technology Guwahati,IR-E-U-0053,UG,4
2020,606,491,1800000,51,Indian Institute of Technology Guwahati,IR-E-U-0053,UG,4
2018,502,164,900000,92,Indian Institute of Technology Guwahati,IR-E-U-0053,PG,2
2019,525,175,800000,109,Indian Institute of Technology Guwahati,IR-E-U-0053,PG,2
2020,540,196,1300000,121,Indian Institute of Technology Guwahati,IR-E-U-0053,PG,2
2018,820,651,710000,73,National Institute of Technology Karnataka,IR-E-U-0237,UG,4
2019,787,684,800000,92,National Institute of Technology Karnataka,IR-E-U-0237,UG,4
2020,756,629,986000,57,National Institute of Technology Karnataka,IR-E-U-0237,UG,4
2018,460,415,700000,27,National Institute of Technology Karnataka,IR-E-U-0237,PG,2
2019,461,426,710000,23,National Institute of Technology Karnataka,IR-E-U-0237,PG,2
2020,488,322,930000,129,National Institute of Technology Karnataka,IR-E-U-0237,PG,2
2018,654,589,1100000,41,Indian Institute of Technology Banaras Hindu University Varanasi,IR-E-U-0701,UG,4
2019,754,699,1360000,35,Indian Institute of Technology Banaras Hindu University Varanasi,IR-E-U-0701,UG,4
2020,751,680,1348000,25,Indian Institute of Technology Banaras Hindu University Varanasi,IR-E-U-0701,UG,4
2018,212,150,625000,49,Indian Institute of Technology Banaras Hindu University Varanasi,IR-E-U-0701,PG,2
2019,252,195,809000,57,Indian Institute of Technology Banaras Hindu University Varanasi,IR-E-U-0701,PG,2
2020,293,190,1508000,52,Indian Institute of Technology Banaras Hindu University Varanasi,IR-E-U-0701,PG,2
2018,1004,635,636000,131,B M S College of Engineering,IR-E-C-1262,UG,4
2019,1019,571,700000,137,B M S College of Engineering,IR-E-C-1262,UG,4
2020,1157,700,760000,101,B M S College of Engineering,IR-E-C-1262,UG,4
2018,182,165,550000,9,B M S College of Engineering,IR-E-C-1262,PG,2
2019,165,129,570000,5,B M S College of Engineering,IR-E-C-1262,PG,2
2020,149,123,600000,8,B M S College of Engineering,IR-E-C-1262,PG,2
2018,1559,804,550000,318,Manipal Institute of Technology,IR-E-C-7252,UG,4
2019,1711,545,550000,210,Manipal Institute of Technology,IR-E-C-7252,UG,4
2020,1633,718,720000,197,Manipal Institute of Technology,IR-E-C-7252,UG,4
2018,407,170,555000,17,Manipal Institute of Technology,IR-E-C-7252,PG,2
2019,391,194,631000,18,Manipal Institute of Technology,IR-E-C-7252,PG,2
2020,374,164,764000,12,Manipal Institute of Technology,IR-E-C-7252,PG,2
2018,1743,1084,335000,475,Amrita Vishwa Vidyapeetham,IR-E-U-0436,UG,4
2019,1768,1199,400000,343,Amrita Vishwa Vidyapeetham,IR-E-U-0436,UG,4
2020,2101,1569,450000,366,Amrita Vishwa Vidyapeetham,IR-E-U-0436,UG,4
2018,645,237,435000,210,Amrita Vishwa Vidyapeetham,IR-E-U-0436,PG,2
2019,632,294,485000,265,Amrita Vishwa Vidyapeetham,IR-E-U-0436,PG,2
2020,337,218,400000,15,Amrita Vishwa Vidyapeetham,IR-E-U-0436,PG,2
2018,119,107,2035000,12,International Institute of Information Technology Hyderabad,IR-E-U-0014,UG,4
2019,134,113,2210000,13,International Institute of Information Technology Hyderabad,IR-E-U-0014,UG,4
2020,114,106,2100000,6,International Institute of Information Technology Hyderabad,IR-E-U-0014,UG,4
2018,56,53,2250000,3,International Institute of Information Technology Hyderabad,IR-E-U-0014,UG,5
2019,87,73,1875000,11,International Institute of Information Technology Hyderabad,IR-E-U-0014,UG,5
2020,67,66,2200000,1,International Institute of Information Technology Hyderabad,IR-E-U-0014,UG,5
2018,110,107,1625000,0,International Institute of Information Technology Hyderabad,IR-E-U-0014,PG,2
2019,107,102,1900000,0,International Institute of Information Technology Hyderabad,IR-E-U-0014,PG,2
2020,141,136,1600000,5,International Institute of Information Technology Hyderabad,IR-E-U-0014,PG,2
2018,1551,1110,400000,50,University of Petroleum and Energy Studies,IR-E-U-0564,UG,4
2019,1802,1298,400000,76,University of Petroleum and Energy Studies,IR-E-U-0564,UG,4
2020,1842,1360,450000,74,University of Petroleum and Energy Studies,IR-E-U-0564,UG,4
2018,185,77,450000,17,University of Petroleum and Energy Studies,IR-E-U-0564,PG,2
2019,155,94,510000,2,University of Petroleum and Energy Studies,IR-E-U-0564,PG,2
2020,146,98,525000,6,University of Petroleum and Energy Studies,IR-E-U-0564,PG,2
2018,761,442,670000,56,National Institute of Technology Raipur,IR-E-U-0092,UG,4
2019,753,466,650000,77,National Institute of Technology Raipur,IR-E-U-0092,UG,4
2020,754,464,810000,129,National Institute of Technology Raipur,IR-E-U-0092,UG,4
2018,87,7,600000,14,National Institute of Technology Raipur,IR-E-U-0092,PG,2
2019,115,22,547500,2,National Institute of Technology Raipur,IR-E-U-0092,PG,2
2020,99,14,615000,23,National Institute of Technology Raipur,IR-E-U-0092,PG,2
2018,15,9,420000,3,National Institute of Technology Raipur,IR-E-U-0092,PG,3
2019,14,0,0,1,National Institute of Technology Raipur,IR-E-U-0092,PG,3
2020,11,0,0,8,National Institute of Technology Raipur,IR-E-U-0092,PG,3
2018,728,525,315000,96,Vel Tech Rangarajan Dr Sagunthala R D Institute of Science and Technology,IR-E-U-0489,UG,4
2019,505,353,415000,61,Vel Tech Rangarajan Dr Sagunthala R D Institute of Science and Technology,IR-E-U-0489,UG,4
2020,916,728,420000,65,Vel Tech Rangarajan Dr Sagunthala R D Institute of Science and Technology,IR-E-U-0489,UG,4
2018,90,64,450000,4,Vel Tech Rangarajan Dr Sagunthala R D Institute of Science and Technology,IR-E-U-0489,PG,2
2019,124,93,500000,5,Vel Tech Rangarajan Dr Sagunthala R D Institute of Science and Technology,IR-E-U-0489,PG,2
2018,511,366,650000,41,Punjab Engineering College Deemed to be University Chandigarh,IR-E-U-0080,UG,4
2019,487,419,700000,54,Punjab Engineering College Deemed to be University Chandigarh,IR-E-U-0080,UG,4
2020,640,533,871000,46,Punjab Engineering College Deemed to be University Chandigarh,IR-E-U-0080,UG,4
2018,192,97,490000,19,Punjab Engineering College Deemed to be University Chandigarh,IR-E-U-0080,PG,2
2019,190,116,625000,27,Punjab Engineering College Deemed to be University Chandigarh,IR-E-U-0080,PG,2
2018,892,485,367000,65,Manipal University Jaipur,IR-E-U-0749,UG,4
2019,913,623,412000,107,Manipal University Jaipur,IR-E-U-0749,UG,4
2020,1151,780,450000,139,Manipal University Jaipur,IR-E-U-0749,UG,4
2018,14,0,0,4,Manipal University Jaipur,IR-E-U-0749,PG,2
2019,23,4,600000,7,Manipal University Jaipur,IR-E-U-0749,PG,2
2020,10,4,600000,3,Manipal University Jaipur,IR-E-U-0749,PG,2
2018,143,120,1200000,23,Indraprastha Institute of Information Technology Delhi,IR-E-U-0105,UG,4
2019,156,132,1300000,16,Indraprastha Institute of Information Technology Delhi,IR-E-U-0105,UG,4
2020,223,191,1500000,14,Indraprastha Institute of Information Technology Delhi,IR-E-U-0105,UG,4
2018,105,96,1000000,5,Indraprastha Institute of Information Technology Delhi,IR-E-U-0105,PG,2
2019,114,108,1500000,5,Indraprastha Institute of Information Technology Delhi,IR-E-U-0105,PG,2
2020,206,195,1400000,6,Indraprastha Institute of Information Technology Delhi,IR-E-U-0105,PG,2
2018,1176,826,380000,187,Kumaraguru College of Technology,IR-E-C-36926,UG,4
2019,1174,939,338000,192,Kumaraguru College of Technology,IR-E-C-36926,UG,4
2020,1001,791,400000,99,Kumaraguru College of Technology,IR-E-C-36926,UG,4
2018,108,56,300000,5,Kumaraguru College of Technology,IR-E-C-36926,PG,2
2019,80,36,300000,7,Kumaraguru College of Technology,IR-E-C-36926,PG,2
2018,67,57,380000,4,Kumaraguru College of Technology,IR-E-C-36926,PG,3
2019,62,57,300000,2,Kumaraguru College of Technology,IR-E-C-36926,PG,3
2020,59,29,350000,1,Kumaraguru College of Technology,IR-E-C-36926,PG,3
2018,81,51,537000,18,National Institute of Technology Goa,IR-E-U-0620,UG,4
2019,66,53,640000,9,National Institute of Technology Goa,IR-E-U-0620,UG,4
2020,69,54,650000,15,National Institute of Technology Goa,IR-E-U-0620,UG,4
2018,41,20,480000,8,National Institute of Technology Goa,IR-E-U-0620,PG,2
2019,40,19,420000,2,National Institute of Technology Goa,IR-E-U-0620,PG,2
2018,701,514,600000,95,Dr B R Ambedkar National Institute of Technology,IR-E-U-0374,UG,4
2019,685,490,600000,104,Dr B R Ambedkar National Institute of Technology,IR-E-U-0374,UG,4
2020,681,438,628000,22,Dr B R Ambedkar National Institute of Technology,IR-E-U-0374,UG,4
2018,144,68,660000,64,Dr B R Ambedkar National Institute of Technology,IR-E-U-0374,PG,2
2019,175,71,530000,89,Dr B R Ambedkar National Institute of Technology,IR-E-U-0374,PG,2
2020,168,43,650000,21,Dr B R Ambedkar National Institute of Technology,IR-E-U-0374,PG,2
2018,326,278,775000,23,Jamia Millia Islamia,IR-E-U-0108,UG,4
2019,342,235,720000,81,Jamia Millia Islamia,IR-E-U-0108,UG,4
2020,347,244,660000,88,Jamia Millia Islamia,IR-E-U-0108,UG,4
2018,91,72,612500,19,Jamia Millia Islamia,IR-E-U-0108,PG,2
2019,119,76,700000,37,Jamia Millia Islamia,IR-E-U-0108,PG,2
2020,125,73,600000,35,Jamia Millia Islamia,IR-E-U-0108,PG,2
2018,654,431,1306000,70,Indian Institute of Technology Delhi,IR-E-I-1074,UG,4
2019,615,495,1570000,78,Indian Institute of Technology Delhi,IR-E-I-1074,UG,4
2020,650,511,1550000,90,Indian Institute of Technology Delhi,IR-E-I-1074,UG,4
2018,145,109,1500000,15,Indian Institute of Technology Delhi,IR-E-I-1074,UG,5
2019,92,92,1580000,0,Indian Institute of Technology Delhi,IR-E-I-1074,UG,5
2020,88,84,1810000,4,Indian Institute of Technology Delhi,IR-E-I-1074,UG,5
2018,649,219,1200000,87,Indian Institute of Technology Delhi,IR-E-I-1074,PG,2
2019,635,243,1000000,91,Indian Institute of Technology Delhi,IR-E-I-1074,PG,2
2020,653,322,1100000,190,Indian Institute of Technology Delhi,IR-E-I-1074,PG,2
2018,110,86,950000,3,Indian Institute of Technology Mandi,IR-E-U-0184,UG,4
2019,128,85,1000000,17,Indian Institute of Technology Mandi,IR-E-U-0184,UG,4
2018,0,0,0,0,Indian Institute of Technology Mandi,IR-E-U-0184,UG,5
2019,0,0,0,0,Indian Institute of Technology Mandi,IR-E-U-0184,UG,5
2020,0,0,0,0,Indian Institute of Technology Mandi,IR-E-U-0184,UG,5
2018,12,8,1225000,3,Indian Institute of Technology Mandi,IR-E-U-0184,PG,2
2019,59,20,800000,21,Indian Institute of Technology Mandi,IR-E-U-0184,PG,2
2020,172,59,800000,62,Indian Institute of Technology Mandi,IR-E-U-0184,PG,2
2018,8,3,700000,3,Indian Institute of Technology Mandi,IR-E-U-0184,PG,3
2019,5,1,1150000,3,Indian Institute of Technology Mandi,IR-E-U-0184,PG,3
2020,6,4,800000,2,Indian Institute of Technology Mandi,IR-E-U-0184,PG,3
2018,0,0,0,0,Indian Institute of Technology Mandi,IR-E-U-0184,PG-Integrated,5
2019,0,0,0,0,Indian Institute of Technology Mandi,IR-E-U-0184,PG-Integrated,5
2020,0,0,0,0,Indian Institute of Technology Mandi,IR-E-U-0184,PG-Integrated,5
2018,892,865,395000,27,C V Raman Global University Odisha,IR-E-C-30045,UG,4
2019,938,883,420000,48,C V Raman Global University Odisha,IR-E-C-30045,UG,4
2020,937,627,380000,287,C V Raman Global University Odisha,IR-E-C-30045,UG,4
2018,13,13,345000,0,C V Raman Global University Odisha,IR-E-C-30045,PG,2
2019,77,58,340000,19,C V Raman Global University Odisha,IR-E-C-30045,PG,2
2018,1477,1283,700000,194,Delhi Technological University,IR-E-U-0098,UG,4
2019,1495,1306,900000,189,Delhi Technological University,IR-E-U-0098,UG,4
2020,1726,1528,1100000,198,Delhi Technological University,IR-E-U-0098,UG,4
2018,270,200,1000000,65,Delhi Technological University,IR-E-U-0098,PG,2
2019,232,196,1000000,36,Delhi Technological University,IR-E-U-0098,PG,2
2020,250,201,1000000,49,Delhi Technological University,IR-E-U-0098,PG,2
2018,689,567,650000,65,National Institute of Technology Kurukshetra,IR-E-U-0172,UG,4
2019,721,542,650000,150,National Institute of Technology Kurukshetra,IR-E-U-0172,UG,4
2020,707,423,800000,178,National Institute of Technology Kurukshetra,IR-E-U-0172,UG,4
2018,283,105,500000,32,National Institute of Technology Kurukshetra,IR-E-U-0172,PG,2
2019,307,139,525000,35,National Institute of Technology Kurukshetra,IR-E-U-0172,PG,2
2020,294,92,650000,75,National Institute of Technology Kurukshetra,IR-E-U-0172,PG,2
2018,522,405,410000,36,College of Engineering Trivandrum,IR-E-C-43708,UG,4
2019,536,336,400000,17,College of Engineering Trivandrum,IR-E-C-43708,UG,4
2020,532,440,550000,49,College of Engineering Trivandrum,IR-E-C-43708,UG,4
2018,353,262,360000,5,College of Engineering Trivandrum,IR-E-C-43708,PG,2
2019,372,133,400000,17,College of Engineering Trivandrum,IR-E-C-43708,PG,2
2020,362,204,500000,8,College of Engineering Trivandrum,IR-E-C-43708,PG,2
2018,787,709,530000,68,Jadavpur University,IR-E-U-0575,UG,4
2019,890,748,830000,132,Jadavpur University,IR-E-U-0575,UG,4
2020,1003,853,950000,150,Jadavpur University,IR-E-U-0575,UG,4
2018,304,96,432000,73,Jadavpur University,IR-E-U-0575,PG,2
2019,410,369,810000,30,Jadavpur University,IR-E-U-0575,PG,2
2020,417,379,820000,38,Jadavpur University,IR-E-U-0575,PG,2
2018,139,0,0,0,Jadavpur University,IR-E-U-0575,PG,3
2019,138,116,916000,15,Jadavpur University,IR-E-U-0575,PG,3
2020,127,108,896000,19,Jadavpur University,IR-E-U-0575,PG,3
2018,663,420,600000,110,Visvesvaraya National Institute of Technology,IR-E-U-0334,UG,4
2019,678,437,600000,178,Visvesvaraya National Institute of Technology,IR-E-U-0334,UG,4
2020,660,498,853000,154,Visvesvaraya National Institute of Technology,IR-E-U-0334,UG,4
2018,342,135,540000,72,Visvesvaraya National Institute of Technology,IR-E-U-0334,PG,2
2019,318,123,600000,92,Visvesvaraya National Institute of Technology,IR-E-U-0334,PG,2
2020,256,109,840000,96,Visvesvaraya National Institute of Technology,IR-E-U-0334,PG,2
2018,716,390,325000,65,Graphic Era University,IR-E-U-0555,UG,4
2019,724,504,380000,65,Graphic Era University,IR-E-U-0555,UG,4
2020,659,496,380000,22,Graphic Era University,IR-E-U-0555,UG,4
2018,51,32,350000,12,Graphic Era University,IR-E-U-0555,PG,2
2019,38,22,350000,14,Graphic Era University,IR-E-U-0555,PG,2
2018,1160,943,395000,170,Sri Krishna College of Engineering and Technology,IR-E-C-36995,UG,4
2019,1189,998,462000,191,Sri Krishna College of Engineering and Technology,IR-E-C-36995,UG,4
2020,1141,977,480000,164,Sri Krishna College of Engineering and Technology,IR-E-C-36995,UG,4
2018,24,24,400000,0,Sri Krishna College of Engineering and Technology,IR-E-C-36995,PG,2
2019,53,51,462000,2,Sri Krishna College of Engineering and Technology,IR-E-C-36995,PG,2
2020,55,52,480000,3,Sri Krishna College of Engineering and Technology,IR-E-C-36995,PG,2
2018,109,69,882300,4,Indian Institute of Space Science and Technology,IR-E-U-0255,UG,4
2019,114,91,913668,3,Indian Institute of Space Science and Technology,IR-E-U-0255,UG,4
2020,113,82,913668,7,Indian Institute of Space Science and Technology,IR-E-U-0255,UG,4
2018,65,19,800000,10,Indian Institute of Space Science and Technology,IR-E-U-0255,PG,2
2019,69,23,800000,9,Indian Institute of Space Science and Technology,IR-E-U-0255,PG,2
2020,69,15,800000,21,Indian Institute of Space Science and Technology,IR-E-U-0255,PG,2
2018,175,173,1414000,1,International Institute of Information Technology Bangalore,IR-E-U-0221,PG,2
2019,160,158,1747000,0,International Institute of Information Technology Bangalore,IR-E-U-0221,PG,2
2020,159,155,2423889,0,International Institute of Information Technology Bangalore,IR-E-U-0221,PG,2
2018,56,45,1414000,11,International Institute of Information Technology Bangalore,IR-E-U-0221,PG-Integrated,5
2019,59,45,1747000,10,International Institute of Information Technology Bangalore,IR-E-U-0221,PG-Integrated,5
2020,61,49,2423889,5,International Institute of Information Technology Bangalore,IR-E-U-0221,PG-Integrated,5
2018,789,354,1400000,387,Indian Institute of Technology Kanpur,IR-E-I-1075,UG,4
2019,770,437,1500000,301,Indian Institute of Technology Kanpur,IR-E-I-1075,UG,4
2020,789,463,1700000,325,Indian Institute of Technology Kanpur,IR-E-I-1075,UG,4
2018,730,449,1075000,225,Indian Institute of Technology Kanpur,IR-E-I-1075,PG,2
2019,704,484,1258000,190,Indian Institute of Technology Kanpur,IR-E-I-1075,PG,2
2018,334,283,1306000,51,Indian Institute of Technology Madras,IR-E-U-0456,UG,4
2019,362,268,1360000,65,Indian Institute of Technology Madras,IR-E-U-0456,UG,4
2020,374,286,1500000,43,Indian Institute of Technology Madras,IR-E-U-0456,UG,4
2018,320,289,875000,15,Indian Institute of Technology Madras,IR-E-U-0456,PG,2
2019,459,373,1100000,21,Indian Institute of Technology Madras,IR-E-U-0456,PG,2
2020,302,213,1200000,26,Indian Institute of Technology Madras,IR-E-U-0456,PG,2
2018,182,113,1100000,36,Indian Institute of Technology Madras,IR-E-U-0456,PG,3
2019,130,81,1100000,18,Indian Institute of Technology Madras,IR-E-U-0456,PG,3
2020,165,126,1400000,33,Indian Institute of Technology Madras,IR-E-U-0456,PG,3
2018,731,567,645000,144,College of Engineering Pune,IR-E-C-41593,UG,4
2019,724,538,780000,167,College of Engineering Pune,IR-E-C-41593,UG,4
2020,723,529,787000,174,College of Engineering Pune,IR-E-C-41593,UG,4
2018,375,237,700000,9,College of Engineering Pune,IR-E-C-41593,PG,2
2019,403,235,507000,4,College of Engineering Pune,IR-E-C-41593,PG,2
2020,374,221,534000,10,College of Engineering Pune,IR-E-C-41593,PG,2
2018,791,685,360000,99,Thiagarajar College of Engineering,IR-E-C-26794,UG,4
2019,807,679,400000,112,Thiagarajar College of Engineering,IR-E-C-26794,UG,4
2020,801,637,400000,56,Thiagarajar College of Engineering,IR-E-C-26794,UG,4
2018,196,39,350000,4,Thiagarajar College of Engineering,IR-E-C-26794,PG,2
2019,154,59,360000,9,Thiagarajar College of Engineering,IR-E-C-26794,PG,2
2020,154,42,400000,2,Thiagarajar College of Engineering,IR-E-C-26794,PG,2
2018,97,78,960000,17,Indian Institute of Technology Ropar,IR-E-U-0378,UG,4
2019,105,75,1120000,24,Indian Institute of Technology Ropar,IR-E-U-0378,UG,4
2020,127,102,1220000,4,Indian Institute of Technology Ropar,IR-E-U-0378,UG,4
2018,0,0,0,0,Indian Institute of Technology Ropar,IR-E-U-0378,PG,3
2019,6,2,1000000,3,Indian Institute of Technology Ropar,IR-E-U-0378,PG,3
2020,0,0,0,0,Indian Institute of Technology Ropar,IR-E-U-0378,PG,3
2018,0,0,0,0,Indian Institute of Technology Ropar,IR-E-U-0378,PG-Integrated,5
2019,0,0,0,0,Indian Institute of Technology Ropar,IR-E-U-0378,PG-Integrated,5
2020,7,5,775000,0,Indian Institute of Technology Ropar,IR-E-U-0378,PG-Integrated,5
2018,205,113,575000,83,Institute of Chemical Technology,IR-E-U-0308,UG,4
2019,214,99,475000,84,Institute of Chemical Technology,IR-E-U-0308,UG,4
2020,244,92,700000,73,Institute of Chemical Technology,IR-E-U-0308,UG,4
2018,170,96,530000,23,Institute of Chemical Technology,IR-E-U-0308,PG,2
2019,186,104,480000,10,Institute of Chemical Technology,IR-E-U-0308,PG,2
2018,0,0,0,0,Institute of Chemical Technology,IR-E-U-0308,PG-Integrated,5
2019,0,0,0,0,Institute of Chemical Technology,IR-E-U-0308,PG-Integrated,5
2020,0,0,0,0,Institute of Chemical Technology,IR-E-U-0308,PG-Integrated,5
2018,1284,965,350000,222,Siksha O Anusandhan,IR-E-U-0363,UG,4
2019,1638,1395,350000,194,Siksha O Anusandhan,IR-E-U-0363,UG,4
2020,1971,1798,360000,113,Siksha O Anusandhan,IR-E-U-0363,UG,4
2018,76,65,325000,8,Siksha O Anusandhan,IR-E-U-0363,PG,2
2019,50,16,325000,30,Siksha O Anusandhan,IR-E-U-0363,PG,2
2020,30,25,350000,5,Siksha O Anusandhan,IR-E-U-0363,PG,2
2018,973,730,500000,150,PES University,IR-E-U-0733,UG,4
2019,936,704,650000,120,PES University,IR-E-U-0733,UG,4
2020,1230,934,720000,178,PES University,IR-E-U-0733,UG,4
2018,93,63,588500,3,PES University,IR-E-U-0733,PG,2
2019,93,31,615250,2,PES University,IR-E-U-0733,PG,2
2018,623,468,625000,16,Malaviya National Institute of Technology,IR-E-U-0410,UG,4
2019,565,475,680000,19,Malaviya National Institute of Technology,IR-E-U-0410,UG,4
2020,623,443,700000,23,Malaviya National Institute of Technology,IR-E-U-0410,UG,4
2018,363,68,600000,9,Malaviya National Institute of Technology,IR-E-U-0410,PG,2
2019,410,111,475459,17,Malaviya National Institute of Technology,IR-E-U-0410,PG,2
2020,402,182,600000,21,Malaviya National Institute of Technology,IR-E-U-0410,PG,2
2018,483,307,550000,34,National Institute of Technology Hamirpur,IR-E-U-0189,UG,4
2019,458,331,562000,58,National Institute of Technology Hamirpur,IR-E-U-0189,UG,4
2020,480,270,715000,15,National Institute of Technology Hamirpur,IR-E-U-0189,UG,4
2018,158,26,465000,14,National Institute of Technology Hamirpur,IR-E-U-0189,PG,2
2019,165,29,587000,16,National Institute of Technology Hamirpur,IR-E-U-0189,PG,2
2020,173,17,580000,28,National Institute of Technology Hamirpur,IR-E-U-0189,PG,2
2018,0,0,0,0,National Institute of Technology Hamirpur,IR-E-U-0189,PG-Integrated,5
2019,58,45,681000,4,National Institute of Technology Hamirpur,IR-E-U-0189,PG-Integrated,5
2020,98,72,726000,0,National Institute of Technology Hamirpur,IR-E-U-0189,PG-Integrated,5
2018,826,610,600000,15,Maulana Azad National Institute of Technology,IR-E-U-0284,UG,4
2019,834,618,650000,29,Maulana Azad National Institute of Technology,IR-E-U-0284,UG,4
2020,816,614,750000,32,Maulana Azad National Institute of Technology,IR-E-U-0284,UG,4
2018,316,31,650000,21,Maulana Azad National Institute of Technology,IR-E-U-0284,PG,2
2019,310,55,600000,20,Maulana Azad National Institute of Technology,IR-E-U-0284,PG,2
2020,307,97,650000,35,Maulana Azad National Institute of Technology,IR-E-U-0284,PG,2
2018,578,322,480000,131,National Institute of Technology Srinagar,IR-E-U-0197,UG,4
2019,576,284,550000,125,National Institute of Technology Srinagar,IR-E-U-0197,UG,4
2020,358,157,623000,58,National Institute of Technology Srinagar,IR-E-U-0197,UG,4
2018,122,50,550000,33,National Institute of Technology Srinagar,IR-E-U-0197,PG,2
2019,124,56,530000,36,National Institute of Technology Srinagar,IR-E-U-0197,PG,2
2018,3891,2311,520000,1032,Vellore Institute of Technology,IR-E-U-0490,UG,4
2019,4666,2968,550000,984,Vellore Institute of Technology,IR-E-U-0490,UG,4
2020,5500,3483,650000,922,Vellore Institute of Technology,IR-E-U-0490,UG,4
2018,1350,501,520000,72,Vellore Institute of Technology,IR-E-U-0490,PG,2
2019,1416,715,592000,95,Vellore Institute of Technology,IR-E-U-0490,PG,2
2020,1443,526,600000,48,Vellore Institute of Technology,IR-E-U-0490,PG,2
2018,524,323,350000,41,Vellore Institute of Technology,IR-E-U-0490,PG-Integrated,5
2019,586,455,580000,25,Vellore Institute of Technology,IR-E-U-0490,PG-Integrated,5
2020,578,339,600000,8,Vellore Institute of Technology,IR-E-U-0490,PG-Integrated,5
2018,746,491,600000,142,National Institute of Technology Durgapur,IR-E-U-0577,UG,4
2019,748,522,640000,121,National Institute of Technology Durgapur,IR-E-U-0577,UG,4
2020,663,453,790000,150,National Institute of Technology Durgapur,IR-E-U-0577,UG,4
2018,0,0,0,0,National Institute of Technology Durgapur,IR-E-U-0577,UG,5
2019,0,0,0,0,National Institute of Technology Durgapur,IR-E-U-0577,UG,5
2018,274,40,600000,227,National Institute of Technology Durgapur,IR-E-U-0577,PG,2
2019,200,35,600000,160,National Institute of Technology Durgapur,IR-E-U-0577,PG,2
2020,220,47,750000,148,National Institute of Technology Durgapur,IR-E-U-0577,PG,2
2018,111,76,1000000,15,Indian Institute of Technology Indore,IR-E-U-0273,UG,4
2019,102,74,1300000,15,Indian Institute of Technology Indore,IR-E-U-0273,UG,4
2020,226,136,1650000,19,Indian Institute of Technology Indore,IR-E-U-0273,UG,4
2018,65,5,480000,14,Indian Institute of Technology Indore,IR-E-U-0273,PG,2
2019,79,14,725000,35,Indian Institute of Technology Indore,IR-E-U-0273,PG,2
2020,121,9,1100000,41,Indian Institute of Technology Indore,IR-E-U-0273,PG,2
2018,836,583,750000,165,National Institute of Technology Tiruchirappalli,IR-E-U-0467,UG,4
2019,803,577,900000,168,National Institute of Technology Tiruchirappalli,IR-E-U-0467,UG,4
2020,803,556,1050000,178,National Institute of Technology Tiruchirappalli,IR-E-U-0467,UG,4
2018,418,372,600000,20,National Institute of Technology Tiruchirappalli,IR-E-U-0467,PG,2
2019,459,382,625000,33,National Institute of Technology Tiruchirappalli,IR-E-U-0467,PG,2
2020,489,368,750000,22,National Institute of Technology Tiruchirappalli,IR-E-U-0467,PG,2
2018,1526,578,420000,226,Chandigarh University,IR-E-U-0747,UG,4
2019,2873,724,450000,355,Chandigarh University,IR-E-U-0747,UG,4
2020,2904,1151,480000,567,Chandigarh University,IR-E-U-0747,UG,4
2018,121,99,506000,12,Chandigarh University,IR-E-U-0747,PG,2
2019,171,144,565000,27,Chandigarh University,IR-E-U-0747,PG,2
2018,171,125,1000000,16,Indian Institute of Technology Patna,IR-E-U-0064,UG,4
2019,186,114,1000000,7,Indian Institute of Technology Patna,IR-E-U-0064,UG,4
2020,191,118,1400000,8,Indian Institute of Technology Patna,IR-E-U-0064,UG,4
2018,65,29,670000,23,Indian Institute of Technology Patna,IR-E-U-0064,PG,2
2019,75,28,1000000,7,Indian Institute of Technology Patna,IR-E-U-0064,PG,2
2020,93,43,950000,9,Indian Institute of Technology Patna,IR-E-U-0064,PG,2
